route_name,route_type,stop_number,load_timestamp,stop_name,direction
"JLT2","Urban","0","2026-03-30 17:29:27","null","JLTMSL -> JLTMSL"
"X28","Urban","29","2026-03-30 17:29:27","Majlis Al Ghoreifa 1","LLV1 -> DICMS1"
"22","Urban","6","2026-03-30 17:29:27","null","DCCT1 -> AN1T21"
"X28","Urban","21","2026-03-30 17:29:27","Max Metro Bus Stop Seaside","LLV1 -> DICMS1"
"F28","Feeder","1","2026-03-30 17:29:27","Rostamani Tower","ETMS2 -> ETMS2"
"13","Urban","32","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"53","Urban","21","2026-03-30 17:29:27","Dubai Textile City","GSBS4 -> ICPM1"
"22","Urban","5","2026-03-30 17:29:27","null","DCO1 -> AN1T21"
"F18","Feeder","4","2026-03-30 17:29:27","Lamcy Plaza 1","OMMST1 -> OMMST1"
"F35","Feeder","19","2026-03-30 17:29:27","Al Barsha Heights, Mashael Building 1","MEMS1 -> MEMS1"
"BM1","Marine","2","2026-03-30 17:29:27","Marina Mall Marine Transport Station 1","MTWS1 -> MPWS1"
"F08","Feeder","19","2026-03-30 17:29:27","Emirates Metro Bus Stop 1","NTSPS1 -> DFCFC1"
"F31","Feeder","12","2026-03-30 17:29:27","null","TMDBST1 -> DICMSL1"
"22","Urban","16","2026-03-30 17:29:27","null","DCCT1 -> AN1T21"
"F08","Feeder","22","2026-03-30 17:29:27","null","NTSPS1 -> DFCFC1"
"F21","Feeder","9","2026-03-30 17:29:27","Al Nahda, Motawa Bldg","ANMS4 -> ANMS4"
"F31","Feeder","4","2026-03-30 17:29:27","null","TMDBST1 -> DICMSL1"
"X28","Urban","34","2026-03-30 17:29:27","Burj Al Arab Hotel 1","LLV1 -> DICMS1"
"F25","Feeder","20","2026-03-30 17:29:27","null","FGBMLS1 -> QCRMT1"
"F25","Feeder","19","2026-03-30 17:29:27","Al Quoz, Clinical Pathology Services 1","FGBMLS1 -> FGBMLS1"
"F24","Feeder","2","2026-03-30 17:29:27","null","QIA3T1 -> SMS2"
"F31","Feeder","3","2026-03-30 17:29:27","null","TMDBST1 -> DICMSL1"
"13","Urban","4","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"13","Urban","25","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"13","Urban","24","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"F25","Feeder","11","2026-03-30 17:29:27","Hilton Jumeria Hotel, Accomodation","FGBMLS1 -> FGBMLS1"
"F24","Feeder","6","2026-03-30 17:29:27","null","SMS2 -> QIA3T1"
"F35","Feeder","6","2026-03-30 17:29:27","Al Barsha, Habtoor House 1","MEMS1 -> MEMS1"
"F25","Feeder","20","2026-03-30 17:29:27","Al Quoz, Galaxy Paper Industries","FGBMLS1 -> FGBMLS1"
"53","Urban","23","2026-03-30 17:29:27","null","ICPM1 -> GSBS4"
"F21","Feeder","16","2026-03-30 17:29:27","null","ANMS4 -> ANMS4"
"F25","Feeder","5","2026-03-30 17:29:27","null","FGBMLS1 -> QCRMT1"
"22","Urban","15","2026-03-30 17:29:27","Al Nahda, Canary Bldg 2","DCCT1 -> AN1T21"
"F25","Feeder","21","2026-03-30 17:29:27","null","FGBMLS1 -> QCRMT1"
"F41","Feeder","2","2026-03-30 17:29:27","null","BBMSL1 -> BBMSL1"
"BM2","Marine","1","2026-03-30 17:29:27","null","JWTS1 -> DFCS1"
"13","Urban","7","2026-03-30 17:29:27","Abu Baker Al Siddique Metro Bus Stop 1","GSBS9 -> QSDH11"
"F35","Feeder","12","2026-03-30 17:29:27","null","MEMS1 -> MEMS1"
"X28","Urban","22","2026-03-30 17:29:27","null","LLV1 -> DICMS1"
"JLT1","Urban","1","2026-03-30 17:29:27","null","DMSL1 -> DMSL1"
"F08","Feeder","13","2026-03-30 17:29:27","null","NTSPS1 -> DFCFC1"
"53","Urban","3","2026-03-30 17:29:27","null","ICPM1 -> GSBS4"
"F41","Feeder","12","2026-03-30 17:29:27","null","BBMSL1 -> BBMSL1"
"X28","Urban","1","2026-03-30 17:29:27","null","LLV1 -> DICMS1"
"JLT2","Urban","3","2026-03-30 17:29:27","null","JLTMSL -> JLTMSL"
"F25","Feeder","31","2026-03-30 17:29:27","null","FGBMLS1 -> FGBMLS1"
"BM1","Marine","1","2026-03-30 17:29:27","null","MWWS1 -> MPWS1"
"F08","Feeder","13","2026-03-30 17:29:27","Damascus Road 2-1","NTSPS1 -> DFCFC1"
"13","Urban","40","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"13","Urban","28","2026-03-30 17:29:27","Muhaisnah 2, Entrance 1","GSBS9 -> QSDH11"
"53","Urban","25","2026-03-30 17:29:27","null","GSBS4 -> ICPM1"
"X28","Urban","28","2026-03-30 17:29:27","null","LLV1 -> DICMS1"
"22","Urban","8","2026-03-30 17:29:27","null","DCO1 -> AN1T21"
"53","Urban","4","2026-03-30 17:29:27","null","ICPM1 -> GSBS4"
"F08","Feeder","0","2026-03-30 17:29:27","Dubai Festival City, Festival Centre 1","DFCFC1 -> NTSPS1"
"F08","Feeder","19","2026-03-30 17:29:27","null","DFCFC1 -> NTSPS1"
"F24","Feeder","1","2026-03-30 17:29:27","null","QIA3T1 -> SMS2"
"F25","Feeder","13","2026-03-30 17:29:27","Habtoor Equipment Corporation 1","FGBMLS1 -> QCRMT1"
"F08","Feeder","5","2026-03-30 17:29:27","null","DFCFC1 -> NTSPS1"
"F25","Feeder","7","2026-03-30 17:29:27","null","FGBMLS1 -> FGBMLS1"
"F25","Feeder","2","2026-03-30 17:29:27","null","FGBMLS1 -> FGBMLS1"
"13","Urban","10","2026-03-30 17:29:27","Al Nahda, Shabab Alahli Club 1","GSBS9 -> QSDH11"
"53","Urban","33","2026-03-30 17:29:27","null","GSBS4 -> ICPM1"
"F24","Feeder","2","2026-03-30 17:29:27","Al Maaref Private School","SMS2 -> QIA3T1"
"13","Urban","34","2026-03-30 17:29:27","Muhaisnah 2, Madina Supermarket 2","GSBS9 -> QSDH11"
"F20","Feeder","12","2026-03-30 17:29:27","Al Wasl Road, Ferdous Building 2","BBMS1 -> BBMS1"
"F18","Feeder","1","2026-03-30 17:29:27","null","OMMST1 -> OMMST1"
"F35","Feeder","9","2026-03-30 17:29:27","null","MEMS1 -> MEMS1"
"F08","Feeder","6","2026-03-30 17:29:27","Sahara Center 1","NTSPS1 -> DFCFC1"
"BM1","Marine","2","2026-03-30 17:29:27","null","MPWS1 -> MTWS1"
"F41","Feeder","8","2026-03-30 17:29:27","null","BBMSL1 -> BBMSL1"
"F08","Feeder","1","2026-03-30 17:29:27","null","NTSPS1 -> DFCFC1"
"F35","Feeder","30","2026-03-30 17:29:27","Mall of the Emirates, Saleh Bin Lahej Bu","MEMS1 -> MEMS1"
"F31","Feeder","9","2026-03-30 17:29:27","null","TMDBST1 -> DICMSL1"
"F28","Feeder","11","2026-03-30 17:29:27","null","ETMS2 -> ETMS2"
"22","Urban","8","2026-03-30 17:29:27","Ministry Of Human Resources & Emiratisat","DCO1 -> AN1T21"
"F35","Feeder","4","2026-03-30 17:29:27","Mall of the Emirates, Saleh Bin Lahej Bu","MEMS1 -> MEMS1"
"13","Urban","17","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"22","Urban","3","2026-03-30 17:29:27","Al Nahda, Shabab Alahli Club 1","DCO1 -> AN1T21"
"53","Urban","20","2026-03-30 17:29:27","Etisalat Head Office 2","ICPM1 -> GSBS4"
"F35","Feeder","10","2026-03-30 17:29:27","null","MEMS1 -> MEMS1"
"13","Urban","23","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"22","Urban","2","2026-03-30 17:29:27","null","DCCT1 -> AN1T21"
"X28","Urban","33","2026-03-30 17:29:27","null","LLV1 -> DICMS1"
"53","Urban","22","2026-03-30 17:29:27","Deira, Beniyas Square 2","ICPM1 -> GSBS4"
"13","Urban","12","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"BM1","Marine","3","2026-03-30 17:29:27","Marina Promenade Marine Transport Statio","MTWS1 -> MPWS1"
"F41","Feeder","7","2026-03-30 17:29:27","null","BBMSL1 -> BBMSL1"
"F25","Feeder","10","2026-03-30 17:29:27","null","FGBMLS1 -> QCRMT1"
"53","Urban","9","2026-03-30 17:29:27","null","GSBS4 -> ICPM1"
"F25","Feeder","25","2026-03-30 17:29:27","null","FGBMLS1 -> FGBMLS1"
"F31","Feeder","0","2026-03-30 17:29:27","The Meadows, Dubai British School","TMDBST1 -> DICMSL1"
"22","Urban","0","2026-03-30 17:29:27","null","DCO1 -> AN1T21"
"22","Urban","1","2026-03-30 17:29:27","null","DCO1 -> AN1T21"
"F20","Feeder","11","2026-03-30 17:29:27","Al Safa 1, Street 19, Jumeirah College 2","BBMS1 -> BBMS1"
"F28","Feeder","12","2026-03-30 17:29:27","null","ETMS2 -> ETMS2"
"22","Urban","17","2026-03-30 17:29:27","null","DCO1 -> AN1T21"
"JLT2","Urban","6","2026-03-30 17:29:27","null","JLTMSL -> JLTMSL"
"F41","Feeder","2","2026-03-30 17:29:27","Clover Bay Tower 2","BBMSL1 -> BBMSL1"
"53","Urban","29","2026-03-30 17:29:27","International City, Central Business dis","GSBS4 -> ICPM1"
"X28","Urban","16","2026-03-30 17:29:27","Hamarain Center 1","LLV1 -> DICMS1"
"X28","Urban","36","2026-03-30 17:29:27","null","LLV1 -> DICMS1"
"F08","Feeder","14","2026-03-30 17:29:27","null","DFCFC1 -> NTSPS1"
"F20","Feeder","18","2026-03-30 17:29:27","null","BBMS1 -> BBMS1"
"22","Urban","12","2026-03-30 17:29:27","null","DCO1 -> AN1T21"
"F25","Feeder","24","2026-03-30 17:29:27","null","FGBMLS1 -> QCRMT1"
"F08","Feeder","2","2026-03-30 17:29:27","Al Nahda, 19A Street 1","NTSPS1 -> DFCFC1"
"53","Urban","13","2026-03-30 17:29:27","Al Badia, Residences 1","GSBS4 -> ICPM1"
"F21","Feeder","14","2026-03-30 17:29:27","null","ANMS4 -> ANMS4"
"53","Urban","3","2026-03-30 17:29:27","null","GSBS4 -> ICPM1"
"F35","Feeder","1","2026-03-30 17:29:27","Al Barsha, Rashid Centre For Disabled 2","MEMS1 -> MEMS1"
"F31","Feeder","11","2026-03-30 17:29:27","The Greens, Terminus","TMDBST1 -> DICMSL1"
"F21","Feeder","20","2026-03-30 17:29:27","Al Nahda  Metro Bus Stop 2","ANMS4 -> ANMS4"
"F08","Feeder","1","2026-03-30 17:29:27","null","DFCFC1 -> NTSPS1"
"13","Urban","29","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"53","Urban","22","2026-03-30 17:29:27","International City, Lake Entrance 1","GSBS4 -> ICPM1"
"F25","Feeder","12","2026-03-30 17:29:27","null","FGBMLS1 -> QCRMT1"
"BM1","Marine","1","2026-03-30 17:29:27","Marina Walk Marine Transport Station 1","MMWS1 -> MTWS1"
"F28","Feeder","6","2026-03-30 17:29:27","null","ETMS2 -> ETMS2"
"F24","Feeder","12","2026-03-30 17:29:27","Ministry of Information 2","QIA3T1 -> SMS2"
"X28","Urban","6","2026-03-30 17:29:27","Damascus Road 3-1","LLV1 -> DICMS1"
"22","Urban","3","2026-03-30 17:29:27","null","DCCT1 -> AN1T21"
"F08","Feeder","22","2026-03-30 17:29:27","Dubai Carmel School 1","DFCFC1 -> NTSPS1"
"13","Urban","8","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"X28","Urban","26","2026-03-30 17:29:27","null","LLV1 -> DICMS1"
"F41","Feeder","14","2026-03-30 17:29:27","null","BBMSL1 -> BBMSL1"
"F08","Feeder","10","2026-03-30 17:29:27","null","NTSPS1 -> DFCFC1"
"F08","Feeder","11","2026-03-30 17:29:27","Twar 1, Emarat Pertol Stn-Al Mawred 2","DFCFC1 -> NTSPS1"
"F25","Feeder","24","2026-03-30 17:29:27","null","FGBMLS1 -> FGBMLS1"
"F20","Feeder","5","2026-03-30 17:29:27","null","BBMS1 -> BBMS1"
"F35","Feeder","16","2026-03-30 17:29:27","The Greens, Terminus","MEMS1 -> MEMS1"
"F24","Feeder","4","2026-03-30 17:29:27","null","SMS2 -> QIA3T1"
"F21","Feeder","5","2026-03-30 17:29:27","null","ANMS4 -> ANMS4"
"BM1","Marine","2","2026-03-30 17:29:27","null","MTWS1 -> MPWS1"
"F35","Feeder","15","2026-03-30 17:29:27","The Greens, Al Dhafra","MEMS1 -> MEMS1"
"F08","Feeder","2","2026-03-30 17:29:27","Mawakeb School 2","DFCFC1 -> NTSPS1"
"F20","Feeder","10","2026-03-30 17:29:27","Al Safa, Street 19A-1","BBMS1 -> BBMS1"
"F24","Feeder","8","2026-03-30 17:29:27","null","QIA3T1 -> SMS2"
"22","Urban","4","2026-03-30 17:29:27","null","DCCT1 -> AN1T21"
"F24","Feeder","7","2026-03-30 17:29:27","Al Qusais Industrial Area 3, Masjid Must","SMS2 -> QIA3T1"
"F31","Feeder","16","2026-03-30 17:29:27","null","TMDBST1 -> DICMSL1"
"F25","Feeder","26","2026-03-30 17:29:27","null","FGBMLS1 -> QCRMT1"
"BM1","Marine","3","2026-03-30 17:29:27","null","MTWS1 -> MPWS1"
"BM1","Marine","1","2026-03-30 17:29:27","Marina Walk Marine Transport Station 1","MTWS1 -> MPWS1"
"F20","Feeder","4","2026-03-30 17:29:27","null","BBMS1 -> BBMS1"
"F18","Feeder","1","2026-03-30 17:29:27","Oud Metha Road 1-1","OMMST1 -> OMMST1"
"X28","Urban","9","2026-03-30 17:29:27","Dubai Airport Free Zone Metro Bus Stop 2","LLV1 -> DICMS1"
"BM1","Marine","0","2026-03-30 17:29:27","null","MMWS1 -> MTWS1"
"53","Urban","10","2026-03-30 17:29:27","null","ICPM1 -> GSBS4"
"53","Urban","19","2026-03-30 17:29:27","null","ICPM1 -> GSBS4"
"53","Urban","15","2026-03-30 17:29:27","null","ICPM1 -> GSBS4"
"F18","Feeder","3","2026-03-30 17:29:27","null","OMMST1 -> OMMST1"
"F08","Feeder","5","2026-03-30 17:29:27","Al Nahda, Canary Bldg 2","NTSPS1 -> DFCFC1"
"F25","Feeder","1","2026-03-30 17:29:27","Gold & Diamond Park 1","FGBMLS1 -> QCRMT1"
"F41","Feeder","19","2026-03-30 17:29:27","Business Bay Metro Bus Stop Landside","BBMSL1 -> BBMSL1"
"F21","Feeder","6","2026-03-30 17:29:27","null","ANMS4 -> ANMS4"
"F25","Feeder","18","2026-03-30 17:29:27","null","FGBMLS1 -> FGBMLS1"
"F25","Feeder","22","2026-03-30 17:29:27","null","FGBMLS1 -> QCRMT1"
"F20","Feeder","12","2026-03-30 17:29:27","null","BBMS1 -> BBMS1"
"X28","Urban","11","2026-03-30 17:29:27","Ministry of Information 2","LLV1 -> DICMS1"
"F08","Feeder","19","2026-03-30 17:29:27","null","NTSPS1 -> DFCFC1"
"F35","Feeder","26","2026-03-30 17:29:27","Al Barsha D-2","MEMS1 -> MEMS1"
"F20","Feeder","2","2026-03-30 17:29:27","null","BBMS1 -> BBMS1"
"BM1","Marine","1","2026-03-30 17:29:27","Marina Mall Marine Transport Station 1","MPWS1 -> MTWS1"
"F21","Feeder","19","2026-03-30 17:29:27","null","ANMS4 -> ANMS4"
"22","Urban","16","2026-03-30 17:29:27","Al Nahda, Canary Bldg 2","DCO1 -> AN1T21"
"53","Urban","20","2026-03-30 17:29:27","null","GSBS4 -> ICPM1"
"22","Urban","22","2026-03-30 17:29:27","null","DCO1 -> AN1T21"
"JLT2","Urban","1","2026-03-30 17:29:27","JLT, Dubai Arch Tower","JLTMSL -> JLTMSL"
"53","Urban","10","2026-03-30 17:29:27","Dubai Festival City, IKEA1","GSBS4 -> ICPM1"
"F20","Feeder","14","2026-03-30 17:29:27","null","BBMS1 -> BBMS1"
"53","Urban","12","2026-03-30 17:29:27","null","GSBS4 -> ICPM1"
"F08","Feeder","10","2026-03-30 17:29:27","null","DFCFC1 -> NTSPS1"
"X28","Urban","33","2026-03-30 17:29:27","Wild Wadi 1","LLV1 -> DICMS1"
"F24","Feeder","13","2026-03-30 17:29:27","null","QIA3T1 -> SMS2"
"F08","Feeder","0","2026-03-30 17:29:27","null","NTSPS1 -> DFCFC1"
"F08","Feeder","17","2026-03-30 17:29:27","null","NTSPS1 -> DFCFC1"
"F24","Feeder","7","2026-03-30 17:29:27","Nahda 1, Enoc","QIA3T1 -> SMS2"
"F24","Feeder","4","2026-03-30 17:29:27","null","QIA3T1 -> SMS2"
"F41","Feeder","6","2026-03-30 17:29:27","Bay Square 2","BBMSL1 -> BBMSL1"
"F31","Feeder","14","2026-03-30 17:29:27","null","TMDBST1 -> DICMSL1"
"22","Urban","10","2026-03-30 17:29:27","Dubai Womens College Main Entrance 2","DCCT1 -> AN1T21"
"F25","Feeder","1","2026-03-30 17:29:27","Gold & Diamond Park 1","FGBMLS1 -> FGBMLS1"
"53","Urban","13","2026-03-30 17:29:27","null","ICPM1 -> GSBS4"
"F25","Feeder","1","2026-03-30 17:29:27","null","FGBMLS1 -> FGBMLS1"
"F18","Feeder","3","2026-03-30 17:29:27","American Hospital 1","OMMST1 -> OMMST1"
"X28","Urban","17","2026-03-30 17:29:27","null","LLV1 -> DICMS1"
"F24","Feeder","5","2026-03-30 17:29:27","Dubai Carmel School 1","SMS2 -> QIA3T1"
"X28","Urban","2","2026-03-30 17:29:27","null","LLV1 -> DICMS1"
"F41","Feeder","15","2026-03-30 17:29:27","null","BBMSL1 -> BBMSL1"
"BM1","Marine","3","2026-03-30 17:29:27","Marina Terrace Marine Transport Station","MPWS1 -> MTWS1"
"X28","Urban","27","2026-03-30 17:29:27","null","LLV1 -> DICMS1"
"F35","Feeder","20","2026-03-30 17:29:27","Dubai Internet City Metro Bus Stop Lands","MEMS1 -> MEMS1"
"22","Urban","18","2026-03-30 17:29:27","null","DCCT1 -> AN1T21"
"BM1","Marine","0","2026-03-30 17:29:27","null","MWWS1 -> MPWS1"
"13","Urban","9","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"13","Urban","22","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"F41","Feeder","14","2026-03-30 17:29:27","Mayfair Residency 2","BBMSL1 -> BBMSL1"
"F41","Feeder","3","2026-03-30 17:29:27","Lake Central Tower 2","BBMSL1 -> BBMSL1"
"53","Urban","16","2026-03-30 17:29:27","null","ICPM1 -> GSBS4"
"F18","Feeder","5","2026-03-30 17:29:27","null","OMMST1 -> OMMST1"
"53","Urban","8","2026-03-30 17:29:27","null","GSBS4 -> ICPM1"
"F35","Feeder","13","2026-03-30 17:29:27","Regent International School 2","MEMS1 -> MEMS1"
"13","Urban","35","2026-03-30 17:29:27","Muhaisnah 2, Galadari Labour Camp 1","GSBS9 -> QSDH11"
"53","Urban","11","2026-03-30 17:29:27","null","ICPM1 -> GSBS4"
"X28","Urban","10","2026-03-30 17:29:27","null","LLV1 -> DICMS1"
"X28","Urban","4","2026-03-30 17:29:27","null","LLV1 -> DICMS1"
"F41","Feeder","3","2026-03-30 17:29:27","null","BBMSL1 -> BBMSL1"
"F24","Feeder","3","2026-03-30 17:29:27","null","QIA3T1 -> SMS2"
"F25","Feeder","6","2026-03-30 17:29:27","ETA Profiles 2","FGBMLS1 -> FGBMLS1"
"F08","Feeder","14","2026-03-30 17:29:27","null","NTSPS1 -> DFCFC1"
"F08","Feeder","18","2026-03-30 17:29:27","Emirates Engineering 2","NTSPS1 -> DFCFC1"
"22","Urban","19","2026-03-30 17:29:27","Al Nahda 1, Zaafranah 1","DCCT1 -> AN1T21"
"F24","Feeder","11","2026-03-30 17:29:27","null","QIA3T1 -> SMS2"
"53","Urban","5","2026-03-30 17:29:27","null","GSBS4 -> ICPM1"
"13","Urban","11","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"53","Urban","15","2026-03-30 17:29:27","null","GSBS4 -> ICPM1"
"F08","Feeder","10","2026-03-30 17:29:27","Al Qusais Industrial Area 2","NTSPS1 -> DFCFC1"
"F25","Feeder","1","2026-03-30 17:29:27","null","FGBMLS1 -> QCRMT1"
"F24","Feeder","9","2026-03-30 17:29:27","null","QIA3T1 -> SMS2"
"F20","Feeder","8","2026-03-30 17:29:27","null","BBMS1 -> BBMS1"
"53","Urban","0","2026-03-30 17:29:27","null","ICPM1 -> GSBS4"
"F21","Feeder","13","2026-03-30 17:29:27","null","ANMS4 -> ANMS4"
"F08","Feeder","9","2026-03-30 17:29:27","Dubai Police Private Kindergarten","DFCFC1 -> NTSPS1"
"F25","Feeder","16","2026-03-30 17:29:27","null","FGBMLS1 -> QCRMT1"
"22","Urban","16","2026-03-30 17:29:27","null","DCO1 -> AN1T21"
"F25","Feeder","6","2026-03-30 17:29:27","ETA Profiles 2","FGBMLS1 -> QCRMT1"
"F35","Feeder","16","2026-03-30 17:29:27","null","MEMS1 -> MEMS1"
"F25","Feeder","13","2026-03-30 17:29:27","null","FGBMLS1 -> QCRMT1"
"F24","Feeder","12","2026-03-30 17:29:27","null","QIA3T1 -> SMS2"
"13","Urban","36","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"F35","Feeder","5","2026-03-30 17:29:27","null","MEMS1 -> MEMS1"
"X28","Urban","11","2026-03-30 17:29:27","null","LLV1 -> DICMS1"
"F41","Feeder","18","2026-03-30 17:29:27","null","BBMSL1 -> BBMSL1"
"53","Urban","10","2026-03-30 17:29:27","null","GSBS4 -> ICPM1"
"F25","Feeder","13","2026-03-30 17:29:27","Habtoor Equipment Corporation 1","FGBMLS1 -> FGBMLS1"
"53","Urban","25","2026-03-30 17:29:27","International City, China 2-1","GSBS4 -> ICPM1"
"F31","Feeder","10","2026-03-30 17:29:27","null","TMDBST1 -> DICMSL1"
"F25","Feeder","9","2026-03-30 17:29:27","null","FGBMLS1 -> FGBMLS1"
"BM1","Marine","0","2026-03-30 17:29:27","Marina Terrace Marine Transport Station","MTWS1 -> MPWS1"
"F21","Feeder","11","2026-03-30 17:29:27","null","ANMS4 -> ANMS4"
"JLT1","Urban","3","2026-03-30 17:29:27","null","DMSL1 -> DMSL1"
"F08","Feeder","17","2026-03-30 17:29:27","DAFZA","NTSPS1 -> DFCFC1"
"13","Urban","37","2026-03-30 17:29:27","Muhaisnah 2, Gargash Labour Camp","GSBS9 -> QSDH11"
"22","Urban","11","2026-03-30 17:29:27","null","DCO1 -> AN1T21"
"F08","Feeder","16","2026-03-30 17:29:27","HH Sh.Rashid AlMaktoum Pakistan School 1","DFCFC1 -> NTSPS1"
"22","Urban","1","2026-03-30 17:29:27","null","DCCT1 -> AN1T21"
"F35","Feeder","30","2026-03-30 17:29:27","null","MEMS1 -> MEMS1"